Date,Price,Open,High,Low,Change %
2022-05-16,2464.89,2464.89,2464.89,2464.89,1.87%
2022-05-17,2497.15,2497.15,2497.15,2497.15,1.31%
2022-05-18,2483.78,2483.78,2483.78,2483.78,-0.54%
2022-05-19,2483.78,2456.96,2456.96,2456.96,0.00%
2022-05-20,2470.36,2470.36,2470.36,2470.36,-0.54%
2022-05-23,2500.78,2500.78,2500.78,2500.78,1.23%
2022-05-24,2483.69,2483.69,2483.69,2483.69,-0.68%
2022-05-25,2497.98,2497.98,2497.98,2497.98,0.58%
2022-05-26,2497.98,2512.73,2512.73,2512.73,0.00%
2022-05-27,2512.73,2512.73,2512.73,2512.73,0.59%
2022-05-30,2512.28,2512.28,2512.28,2512.28,-0.02%
2022-05-31,2504.45,2504.45,2504.45,2504.45,-0.31%
2022-06-01,2500.19,2500.19,2500.19,2500.19,-0.17%
2022-06-02,2500.2,2504.04,2504.04,2504.04,0.00%
2022-06-03,2504.03,2504.13,2504.13,2504.13,0.15%
2022-06-06,2522.02,2522.02,2522.02,2522.02,0.72%
2022-06-07,2520.85,2520.85,2520.85,2520.85,-0.05%
2022-06-08,2509.92,2509.92,2509.92,2509.92,-0.43%
2022-06-09,2490.42,2490.42,2490.42,2490.42,-0.78%
2022-06-10,2440.31,2440.31,2440.31,2440.31,-2.01%
2022-06-13,2395.99,2395.99,2395.99,2395.99,-1.82%
2022-06-14,2392.53,2392.53,2392.53,2392.53,-0.14%
2022-06-15,2414.52,2414.52,2414.52,2414.52,0.92%
2022-06-16,2414.52,2365.21,2365.21,2365.21,0.00%
2022-06-17,2365.21,2361.24,2361.24,2361.24,-2.04%
2022-06-20,2381.57,2381.57,2381.57,2381.57,0.69%
2022-06-21,2390.62,2390.62,2390.62,2390.62,0.38%
2022-06-22,2358.74,2358.74,2358.74,2358.74,-1.33%
2022-06-23,2358.74,2328.45,2328.45,2328.45,0.00%
2022-06-24,2328.45,2362.98,2362.98,2362.98,-1.28%
2022-06-27,2367.47,2367.47,2367.47,2367.47,1.68%
2022-06-28,2381.23,2381.23,2381.23,2381.23,0.58%
2022-06-29,2358.31,2358.31,2358.31,2358.31,-0.96%
2022-06-30,2358.31,2325.49,2325.49,2325.49,0.00%
